case;stage;start_time;end_time;Территория;Время работы;Оценка доставки
12946683004;Заказ доставлен;09.11.2022 22:36;09.11.2022 22:36;72;с 10 до 22;
13145610309;Заказ оформлен;19.12.2022 10:38;19.12.2022 10:39;41;с 9 до 18;
13145610309;Поступление заказа сборщику;19.12.2022 10:39;19.12.2022 10:40;41;с 9 до 18;
13145610309;Сборка заказа;19.12.2022 10:40;19.12.2022 11:03;41;с 9 до 18;
13145610309;Упаковка товара;19.12.2022 11:03;19.12.2022 11:05;41;с 9 до 18;
13145610309;Оплата;19.12.2022 11:05;19.12.2022 11:06;41;с 9 до 18;
13145610309;Оплата;19.12.2022 11:06;19.12.2022 11:06;41;с 9 до 18;
13145610309;Оплата;19.12.2022 11:06;19.12.2022 11:07;41;с 9 до 18;
13145610309;Передача товара курьеру;19.12.2022 11:07;19.12.2022 11:12;41;с 9 до 18;
13145610309;Доставка заказа;19.12.2022 11:12;19.12.2022 11:44;41;с 9 до 18;
13145610309;Проверка заказа;19.12.2022 11:44;19.12.2022 11:45;41;с 9 до 18;
13145610309;Заказ доставлен;19.12.2022 11:45;19.12.2022 11:45;41;с 9 до 18;
13183670491;Заказ оформлен;04.12.2022 21:07;04.12.2022 21:08;89;с 9 до 18;
13183670491;Поступление заказа сборщику;04.12.2022 21:08;04.12.2022 21:08;89;с 9 до 18;
13183670491;Сборка заказа;04.12.2022 21:08;04.12.2022 21:32;89;с 9 до 18;
13183670491;Упаковка товара;04.12.2022 21:32;04.12.2022 21:34;89;с 9 до 18;
13183670491;Оплата;04.12.2022 21:34;04.12.2022 21:35;89;с 9 до 18;
13183670491;Оплата;04.12.2022 21:35;04.12.2022 21:35;89;с 9 до 18;
13183670491;Передача товара курьеру;04.12.2022 21:35;04.12.2022 21:39;89;с 9 до 18;
13183670491;Доставка заказа;04.12.2022 21:39;04.12.2022 22:11;89;с 9 до 18;
13183670491;Проверка заказа;04.12.2022 22:11;04.12.2022 22:13;89;с 9 до 18;
13183670491;Заказ доставлен;04.12.2022 22:13;04.12.2022 22:13;89;с 9 до 18;
13184634954;Заказ оформлен;08.12.2022 21:06;08.12.2022 21:06;12;с 10 до 22;5
13184634954;Поступление заказа сборщику;08.12.2022 21:06;08.12.2022 21:07;12;с 10 до 22;5
13184634954;Сборка заказа;08.12.2022 21:07;08.12.2022 21:30;12;с 10 до 22;5
13184634954;Упаковка товара;08.12.2022 21:30;08.12.2022 21:32;12;с 10 до 22;5
13184634954;Оплата;08.12.2022 21:32;08.12.2022 21:33;12;с 10 до 22;5
13184634954;Оплата;08.12.2022 21:33;08.12.2022 21:33;12;с 10 до 22;5
13184634954;Передача товара курьеру;08.12.2022 21:33;08.12.2022 21:39;12;с 10 до 22;5
13184634954;Доставка заказа;08.12.2022 21:39;08.12.2022 22:10;12;с 10 до 22;5
13184634954;Проверка заказа;08.12.2022 22:10;08.12.2022 22:12;12;с 10 до 22;5
13184634954;Заказ доставлен;08.12.2022 22:12;08.12.2022 22:12;12;с 10 до 22;5
13214511786;Заказ оформлен;31.10.2022 20:40;31.10.2022 20:40;89;с 9 до 18;
13214511786;Поступление заказа сборщику;31.10.2022 20:40;31.10.2022 20:42;89;с 9 до 18;
13214511786;Сборка заказа;31.10.2022 20:42;31.10.2022 21:05;89;с 9 до 18;
13214511786;Упаковка товара;31.10.2022 21:05;31.10.2022 21:07;89;с 9 до 18;
13214511786;Оплата;31.10.2022 21:07;31.10.2022 21:08;89;с 9 до 18;
13214511786;Оплата;31.10.2022 21:08;31.10.2022 21:08;89;с 9 до 18;
13214511786;Передача товара курьеру;31.10.2022 21:08;31.10.2022 21:12;89;с 9 до 18;
13214511786;Доставка заказа;31.10.2022 21:12;31.10.2022 21:45;89;с 9 до 18;
13214511786;Проверка заказа;31.10.2022 21:45;31.10.2022 21:46;89;с 9 до 18;
13214511786;Заказ доставлен;31.10.2022 21:46;31.10.2022 21:46;89;с 9 до 18;
13243968509;Заказ оформлен;27.12.2022 21:56;27.12.2022 21:57;25;с 9 до 21;
13243968509;Поступление заказа сборщику;27.12.2022 21:57;27.12.2022 21:58;25;с 9 до 21;
13243968509;Сборка заказа;27.12.2022 21:58;27.12.2022 22:21;25;с 9 до 21;
13243968509;Упаковка товара;27.12.2022 22:21;27.12.2022 22:23;25;с 9 до 21;
13243968509;Оплата;27.12.2022 22:23;27.12.2022 22:24;25;с 9 до 21;
13243968509;Оплата;27.12.2022 22:24;27.12.2022 22:24;25;с 9 до 21;
13243968509;Передача товара курьеру;27.12.2022 22:24;27.12.2022 22:28;25;с 9 до 21;
13243968509;Доставка заказа;27.12.2022 22:28;27.12.2022 23:01;25;с 9 до 21;
13243968509;Проверка заказа;27.12.2022 23:01;27.12.2022 23:02;25;с 9 до 21;
13243968509;Заказ доставлен;27.12.2022 23:02;27.12.2022 23:02;25;с 9 до 21;
13268086105;Заказ оформлен;23.12.2022 16:43;23.12.2022 16:43;21;с 9 до 21;
13268086105;Поступление заказа сборщику;23.12.2022 16:43;23.12.2022 16:44;21;с 9 до 21;
13268086105;Сборка заказа;23.12.2022 16:44;23.12.2022 17:08;21;с 9 до 21;
13268086105;Упаковка товара;23.12.2022 17:08;23.12.2022 17:10;21;с 9 до 21;
13268086105;Оплата;23.12.2022 17:10;23.12.2022 17:10;21;с 9 до 21;
13268086105;Оплата;23.12.2022 17:10;23.12.2022 17:10;21;с 9 до 21;
13268086105;Отмена заказа;23.12.2022 17:10;23.12.2022 17:10;21;с 9 до 21;
13362107272;Заказ оформлен;19.11.2022 19:18;19.11.2022 19:18;21;с 9 до 21;
13362107272;Поступление заказа сборщику;19.11.2022 19:18;19.11.2022 19:19;21;с 9 до 21;
13362107272;Сборка заказа;19.11.2022 19:19;19.11.2022 19:43;21;с 9 до 21;
13362107272;Упаковка товара;19.11.2022 19:43;19.11.2022 19:45;21;с 9 до 21;
13362107272;Оплата;19.11.2022 19:45;19.11.2022 19:45;21;с 9 до 21;
13362107272;Оплата;19.11.2022 19:45;19.11.2022 19:46;21;с 9 до 21;
13362107272;Отмена заказа;19.11.2022 19:46;19.11.2022 19:46;21;с 9 до 21;
13412177224;Заказ оформлен;11.11.2022 11:32;11.11.2022 11:32;89;с 9 до 18;
13412177224;Поступление заказа сборщику;11.11.2022 11:32;11.11.2022 11:34;89;с 9 до 18;
13412177224;Сборка заказа;11.11.2022 11:34;11.11.2022 11:57;89;с 9 до 18;
13412177224;Упаковка товара;11.11.2022 11:57;11.11.2022 11:59;89;с 9 до 18;
13412177224;Оплата;11.11.2022 11:59;11.11.2022 11:59;89;с 9 до 18;
13412177224;Оплата;11.11.2022 11:59;11.11.2022 12:00;89;с 9 до 18;
13412177224;Передача товара курьеру;11.11.2022 12:00;11.11.2022 12:03;89;с 9 до 18;
13412177224;Доставка заказа;11.11.2022 12:03;11.11.2022 12:36;89;с 9 до 18;
13412177224;Проверка заказа;11.11.2022 12:36;11.11.2022 12:37;89;с 9 до 18;
13412177224;Заказ доставлен;11.11.2022 12:37;11.11.2022 12:37;89;с 9 до 18;
13732822072;Заказ оформлен;06.10.2022 20:41;06.10.2022 20:41;25;с 9 до 21;
13732822072;Поступление заказа сборщику;06.10.2022 20:41;06.10.2022 20:43;25;с 9 до 21;
13732822072;Сборка заказа;06.10.2022 20:43;06.10.2022 21:07;25;с 9 до 21;
13732822072;Упаковка товара;06.10.2022 21:07;06.10.2022 21:09;25;с 9 до 21;
13732822072;Оплата;06.10.2022 21:09;06.10.2022 21:09;25;с 9 до 21;
13732822072;Оплата;06.10.2022 21:09;06.10.2022 21:09;25;с 9 до 21;
13732822072;Передача товара курьеру;06.10.2022 21:09;06.10.2022 21:15;25;с 9 до 21;
13732822072;Доставка заказа;06.10.2022 21:15;06.10.2022 21:47;25;с 9 до 21;
13732822072;Проверка заказа;06.10.2022 21:47;06.10.2022 21:49;25;с 9 до 21;
13732822072;Заказ доставлен;06.10.2022 21:49;06.10.2022 21:49;25;с 9 до 21;
13734072824;Заказ оформлен;25.11.2022 8:42;25.11.2022 8:42;72;с 10 до 22;
13734072824;Поступление заказа сборщику;25.11.2022 8:42;25.11.2022 8:43;72;с 10 до 22;
13734072824;Сборка заказа;25.11.2022 8:43;25.11.2022 9:07;72;с 10 до 22;
13734072824;Упаковка товара;25.11.2022 9:07;25.11.2022 9:09;72;с 10 до 22;
13734072824;Оплата;25.11.2022 9:09;25.11.2022 9:09;72;с 10 до 22;
13734072824;Оплата;25.11.2022 9:09;25.11.2022 9:10;72;с 10 до 22;
13734072824;Передача товара курьеру;25.11.2022 9:10;25.11.2022 9:14;72;с 10 до 22;
13734072824;Доставка заказа;25.11.2022 9:14;25.11.2022 9:46;72;с 10 до 22;
13734072824;Проверка заказа;25.11.2022 9:46;25.11.2022 9:48;72;с 10 до 22;
13734072824;Заказ доставлен;25.11.2022 9:48;25.11.2022 9:48;72;с 10 до 22;
13765698667;Заказ оформлен;24.11.2022 15:20;24.11.2022 15:20;89;с 9 до 18;2
13765698667;Поступление заказа сборщику;24.11.2022 15:20;24.11.2022 15:21;89;с 9 до 18;2
13765698667;Сборка заказа;24.11.2022 15:21;24.11.2022 15:45;89;с 9 до 18;2
13765698667;Упаковка товара;24.11.2022 15:45;24.11.2022 15:47;89;с 9 до 18;2
13765698667;Оплата;24.11.2022 15:47;24.11.2022 15:47;89;с 9 до 18;2
13765698667;Оплата;24.11.2022 15:47;24.11.2022 15:48;89;с 9 до 18;2
13765698667;Передача товара курьеру;24.11.2022 15:48;24.11.2022 15:53;89;с 9 до 18;2
13765698667;Доставка заказа;24.11.2022 15:53;24.11.2022 16:25;89;с 9 до 18;2
13765698667;Проверка заказа;24.11.2022 16:25;24.11.2022 16:27;89;с 9 до 18;2
13765698667;Заказ доставлен;24.11.2022 16:27;24.11.2022 16:27;89;с 9 до 18;2
13786628021;Заказ оформлен;22.10.2022 10:55;22.10.2022 10:55;12;с 10 до 22;5
13786628021;Поступление заказа сборщику;22.10.2022 10:55;22.10.2022 10:56;12;с 10 до 22;5
13786628021;Сборка заказа;22.10.2022 10:56;22.10.2022 11:20;12;с 10 до 22;5
13786628021;Упаковка товара;22.10.2022 11:20;22.10.2022 11:22;12;с 10 до 22;5
13786628021;Оплата;22.10.2022 11:22;22.10.2022 11:22;12;с 10 до 22;5
13786628021;Оплата;22.10.2022 11:22;22.10.2022 11:23;12;с 10 до 22;5
13786628021;Передача товара курьеру;22.10.2022 11:23;22.10.2022 11:27;12;с 10 до 22;5
13786628021;Доставка заказа;22.10.2022 11:27;22.10.2022 11:59;12;с 10 до 22;5
13786628021;Проверка заказа;22.10.2022 11:59;22.10.2022 12:01;12;с 10 до 22;5
13786628021;Заказ доставлен;22.10.2022 12:01;22.10.2022 12:01;12;с 10 до 22;5
13851489321;Заказ оформлен;30.11.2022 20:40;30.11.2022 20:40;21;с 9 до 21;
13851489321;Поступление заказа сборщику;30.11.2022 20:40;30.11.2022 20:42;21;с 9 до 21;
13851489321;Сборка заказа;30.11.2022 20:42;30.11.2022 21:06;21;с 9 до 21;
13851489321;Упаковка товара;30.11.2022 21:06;30.11.2022 21:07;21;с 9 до 21;
13851489321;Оплата;30.11.2022 21:07;30.11.2022 21:08;21;с 9 до 21;
13851489321;Оплата;30.11.2022 21:08;30.11.2022 21:08;21;с 9 до 21;
13851489321;Передача товара курьеру;30.11.2022 21:08;30.11.2022 21:12;21;с 9 до 21;
13851489321;Доставка заказа;30.11.2022 21:12;30.11.2022 21:45;21;с 9 до 21;
13851489321;Проверка заказа;30.11.2022 21:45;30.11.2022 21:47;21;с 9 до 21;
13851489321;Отмена заказа;30.11.2022 21:47;30.11.2022 21:47;21;с 9 до 21;
13916982003;Заказ оформлен;21.10.2022 10:12;21.10.2022 10:12;25;с 9 до 21;
13916982003;Поступление заказа сборщику;21.10.2022 10:12;21.10.2022 10:13;25;с 9 до 21;
13916982003;Сборка заказа;21.10.2022 10:13;21.10.2022 10:37;25;с 9 до 21;
13916982003;Упаковка товара;21.10.2022 10:37;21.10.2022 10:39;25;с 9 до 21;
13916982003;Оплата;21.10.2022 10:39;21.10.2022 10:39;25;с 9 до 21;
13916982003;Оплата;21.10.2022 10:39;21.10.2022 10:40;25;с 9 до 21;
13916982003;Передача товара курьеру;21.10.2022 10:40;21.10.2022 10:44;25;с 9 до 21;
13916982003;Доставка заказа;21.10.2022 10:44;21.10.2022 11:16;25;с 9 до 21;
13916982003;Проверка заказа;21.10.2022 11:16;21.10.2022 11:18;25;с 9 до 21;
13916982003;Заказ доставлен;21.10.2022 11:18;21.10.2022 11:18;25;с 9 до 21;
13932075963;Заказ оформлен;31.10.2022 8:12;31.10.2022 8:12;72;с 10 до 22;
13932075963;Поступление заказа сборщику;31.10.2022 8:12;31.10.2022 8:13;72;с 10 до 22;
13932075963;Сборка заказа;31.10.2022 8:13;31.10.2022 8:37;72;с 10 до 22;
13932075963;Упаковка товара;31.10.2022 8:37;31.10.2022 8:39;72;с 10 до 22;
13932075963;Оплата;31.10.2022 8:39;31.10.2022 8:39;72;с 10 до 22;
13932075963;Оплата;31.10.2022 8:39;31.10.2022 8:40;72;с 10 до 22;
13932075963;Передача товара курьеру;31.10.2022 8:40;31.10.2022 8:42;72;с 10 до 22;
13932075963;Доставка заказа;31.10.2022 8:42;31.10.2022 9:14;72;с 10 до 22;
13932075963;Проверка заказа;31.10.2022 9:14;31.10.2022 9:16;72;с 10 до 22;
13932075963;Заказ доставлен;31.10.2022 9:16;31.10.2022 9:16;72;с 10 до 22;
13989369941;Заказ оформлен;23.12.2022 18:55;23.12.2022 18:55;72;с 10 до 22;
13989369941;Поступление заказа сборщику;23.12.2022 18:55;23.12.2022 18:57;72;с 10 до 22;
13989369941;Сборка заказа;23.12.2022 18:57;23.12.2022 19:21;72;с 10 до 22;
13989369941;Упаковка товара;23.12.2022 19:21;23.12.2022 19:22;72;с 10 до 22;
13989369941;Оплата;23.12.2022 19:22;23.12.2022 19:23;72;с 10 до 22;
13989369941;Оплата;23.12.2022 19:23;23.12.2022 19:23;72;с 10 до 22;
13989369941;Передача товара курьеру;23.12.2022 19:23;23.12.2022 19:26;72;с 10 до 22;
13989369941;Доставка заказа;23.12.2022 19:26;23.12.2022 19:59;72;с 10 до 22;
13989369941;Проверка заказа;23.12.2022 19:59;23.12.2022 20:00;72;с 10 до 22;
13989369941;Заказ доставлен;23.12.2022 20:00;23.12.2022 20:00;72;с 10 до 22;
14083688505;Заказ оформлен;19.10.2022 17:06;19.10.2022 17:06;21;с 9 до 21;
14083688505;Поступление заказа сборщику;19.10.2022 17:06;19.10.2022 17:06;21;с 9 до 21;
14083688505;Сборка заказа;19.10.2022 17:06;19.10.2022 17:30;21;с 9 до 21;
14083688505;Упаковка товара;19.10.2022 17:30;19.10.2022 17:32;21;с 9 до 21;
14083688505;Оплата;19.10.2022 17:32;19.10.2022 17:33;21;с 9 до 21;
14083688505;Оплата;19.10.2022 17:33;19.10.2022 17:33;21;с 9 до 21;
14083688505;Отмена заказа;19.10.2022 17:33;19.10.2022 17:33;21;с 9 до 21;
14087494112;Заказ оформлен;24.10.2022 18:04;24.10.2022 18:04;72;с 10 до 22;
14087494112;Поступление заказа сборщику;24.10.2022 18:04;24.10.2022 18:05;72;с 10 до 22;
14087494112;Сборка заказа;24.10.2022 18:05;24.10.2022 18:29;72;с 10 до 22;
14087494112;Упаковка товара;24.10.2022 18:29;24.10.2022 18:31;72;с 10 до 22;
14087494112;Оплата;24.10.2022 18:31;24.10.2022 18:31;72;с 10 до 22;
14087494112;Оплата;24.10.2022 18:31;24.10.2022 18:32;72;с 10 до 22;
14087494112;Передача товара курьеру;24.10.2022 18:32;24.10.2022 18:36;72;с 10 до 22;
14087494112;Доставка заказа;24.10.2022 18:36;24.10.2022 19:08;72;с 10 до 22;
14087494112;Проверка заказа;24.10.2022 19:08;24.10.2022 19:10;72;с 10 до 22;
14087494112;Заказ доставлен;24.10.2022 19:10;24.10.2022 19:10;72;с 10 до 22;
14216889282;Заказ оформлен;16.12.2022 17:12;16.12.2022 17:12;89;с 9 до 18;
14216889282;Поступление заказа сборщику;16.12.2022 17:12;16.12.2022 17:13;89;с 9 до 18;
14216889282;Сборка заказа;16.12.2022 17:13;16.12.2022 17:36;89;с 9 до 18;
14216889282;Упаковка товара;16.12.2022 17:36;16.12.2022 17:39;89;с 9 до 18;
14216889282;Оплата;16.12.2022 17:39;16.12.2022 17:39;89;с 9 до 18;
14216889282;Оплата;16.12.2022 17:39;16.12.2022 17:39;89;с 9 до 18;
14216889282;Передача товара курьеру;16.12.2022 17:39;16.12.2022 18:18;89;с 9 до 18;
14216889282;Доставка заказа;16.12.2022 18:18;16.12.2022 18:51;89;с 9 до 18;
14216889282;Проверка заказа;16.12.2022 18:51;16.12.2022 18:53;89;с 9 до 18;
14216889282;Заказ доставлен;16.12.2022 18:53;16.12.2022 18:53;89;с 9 до 18;
14239139206;Заказ оформлен;16.11.2022 8:19;16.11.2022 8:19;21;с 9 до 21;
14239139206;Поступление заказа сборщику;16.11.2022 8:19;16.11.2022 8:21;21;с 9 до 21;
14239139206;Сборка заказа;16.11.2022 8:21;16.11.2022 8:44;21;с 9 до 21;
14239139206;Упаковка товара;16.11.2022 8:44;16.11.2022 8:46;21;с 9 до 21;
14239139206;Оплата;16.11.2022 8:46;16.11.2022 8:47;21;с 9 до 21;
14239139206;Оплата;16.11.2022 8:47;16.11.2022 8:47;21;с 9 до 21;
14239139206;Передача товара курьеру;16.11.2022 8:47;16.11.2022 8:52;21;с 9 до 21;
14239139206;Доставка заказа;16.11.2022 8:52;16.11.2022 9:25;21;с 9 до 21;
14239139206;Проверка заказа;16.11.2022 9:25;16.11.2022 9:27;21;с 9 до 21;
14239139206;Отмена заказа;16.11.2022 9:27;16.11.2022 9:27;21;с 9 до 21;
14244560233;Заказ оформлен;15.12.2022 22:30;15.12.2022 22:30;25;с 9 до 21;1
14244560233;Поступление заказа сборщику;15.12.2022 22:30;15.12.2022 22:31;25;с 9 до 21;1
14244560233;Сборка заказа;15.12.2022 22:31;15.12.2022 22:55;25;с 9 до 21;1
14244560233;Упаковка товара;15.12.2022 22:55;15.12.2022 22:57;25;с 9 до 21;1
14244560233;Оплата;15.12.2022 22:57;15.12.2022 22:57;25;с 9 до 21;1
14244560233;Оплата;15.12.2022 22:57;15.12.2022 22:58;25;с 9 до 21;1
14244560233;Передача товара курьеру;15.12.2022 22:58;15.12.2022 23:01;25;с 9 до 21;1
14244560233;Доставка заказа;15.12.2022 23:01;15.12.2022 23:34;25;с 9 до 21;1
14244560233;Проверка заказа;15.12.2022 23:34;15.12.2022 23:36;25;с 9 до 21;1
14244560233;Заказ доставлен;15.12.2022 23:36;15.12.2022 23:36;25;с 9 до 21;1
14255010605;Заказ оформлен;11.12.2022 21:03;11.12.2022 21:03;12;с 10 до 22;5
14255010605;Поступление заказа сборщику;11.12.2022 21:03;11.12.2022 21:05;12;с 10 до 22;5
14255010605;Сборка заказа;11.12.2022 21:05;11.12.2022 21:28;12;с 10 до 22;5
14255010605;Упаковка товара;11.12.2022 21:28;11.12.2022 21:30;12;с 10 до 22;5
14255010605;Оплата;11.12.2022 21:30;11.12.2022 21:31;12;с 10 до 22;5
14255010605;Оплата;11.12.2022 21:31;11.12.2022 21:31;12;с 10 до 22;5
14255010605;Передача товара курьеру;11.12.2022 21:31;11.12.2022 21:35;12;с 10 до 22;5
14255010605;Доставка заказа;11.12.2022 21:35;11.12.2022 22:08;12;с 10 до 22;5
14255010605;Проверка заказа;11.12.2022 22:08;11.12.2022 22:10;12;с 10 до 22;5
14255010605;Заказ доставлен;11.12.2022 22:10;11.12.2022 22:10;12;с 10 до 22;5
14311929549;Заказ оформлен;04.11.2022 9:58;04.11.2022 9:58;89;с 9 до 18;2
14311929549;Поступление заказа сборщику;04.11.2022 9:58;04.11.2022 9:59;89;с 9 до 18;2
14311929549;Сборка заказа;04.11.2022 9:59;04.11.2022 10:24;89;с 9 до 18;2
14311929549;Упаковка товара;04.11.2022 10:24;04.11.2022 10:26;89;с 9 до 18;2
14311929549;Оплата;04.11.2022 10:26;04.11.2022 10:26;89;с 9 до 18;2
14311929549;Оплата;04.11.2022 10:26;04.11.2022 10:26;89;с 9 до 18;2
14311929549;Передача товара курьеру;04.11.2022 10:26;04.11.2022 10:31;89;с 9 до 18;2
14311929549;Доставка заказа;04.11.2022 10:31;04.11.2022 11:03;89;с 9 до 18;2
14311929549;Проверка заказа;04.11.2022 11:03;04.11.2022 11:05;89;с 9 до 18;2
14311929549;Заказ доставлен;04.11.2022 11:05;04.11.2022 11:05;89;с 9 до 18;2
14326169881;Заказ оформлен;08.11.2022 12:29;08.11.2022 12:29;25;с 9 до 21;3
14326169881;Поступление заказа сборщику;08.11.2022 12:29;08.11.2022 12:31;25;с 9 до 21;3
14326169881;Сборка заказа;08.11.2022 12:31;08.11.2022 12:54;25;с 9 до 21;3
14326169881;Упаковка товара;08.11.2022 12:54;08.11.2022 12:57;25;с 9 до 21;3
14326169881;Оплата;08.11.2022 12:57;08.11.2022 12:57;25;с 9 до 21;3
14326169881;Оплата;08.11.2022 12:57;08.11.2022 12:57;25;с 9 до 21;3
14326169881;Передача товара курьеру;08.11.2022 12:57;08.11.2022 13:02;25;с 9 до 21;3
14326169881;Доставка заказа;08.11.2022 13:02;08.11.2022 13:36;25;с 9 до 21;3
14326169881;Проверка заказа;08.11.2022 13:36;08.11.2022 13:37;25;с 9 до 21;3
14326169881;Заказ доставлен;08.11.2022 13:37;08.11.2022 13:37;25;с 9 до 21;3
14334978073;Заказ оформлен;14.11.2022 22:08;14.11.2022 22:08;89;с 9 до 18;1
14334978073;Поступление заказа сборщику;14.11.2022 22:08;14.11.2022 22:10;89;с 9 до 18;1
14334978073;Сборка заказа;14.11.2022 22:10;14.11.2022 22:34;89;с 9 до 18;1
14334978073;Упаковка товара;14.11.2022 22:34;14.11.2022 22:36;89;с 9 до 18;1
14334978073;Оплата;14.11.2022 22:36;14.11.2022 22:36;89;с 9 до 18;1
14334978073;Оплата;14.11.2022 22:36;14.11.2022 22:36;89;с 9 до 18;1
14334978073;Передача товара курьеру;14.11.2022 22:36;14.11.2022 22:39;89;с 9 до 18;1
14334978073;Доставка заказа;14.11.2022 22:39;14.11.2022 23:12;89;с 9 до 18;1
14334978073;Проверка заказа;14.11.2022 23:12;14.11.2022 23:14;89;с 9 до 18;1
14334978073;Заказ доставлен;14.11.2022 23:14;14.11.2022 23:14;89;с 9 до 18;1
14335607290;Заказ оформлен;25.12.2022 21:48;25.12.2022 21:48;41;с 9 до 18;
14335607290;Поступление заказа сборщику;25.12.2022 21:48;25.12.2022 21:50;41;с 9 до 18;
14335607290;Сборка заказа;25.12.2022 21:50;25.12.2022 22:13;41;с 9 до 18;
14335607290;Упаковка товара;25.12.2022 22:13;25.12.2022 22:16;41;с 9 до 18;
14335607290;Оплата;25.12.2022 22:16;25.12.2022 22:16;41;с 9 до 18;
14335607290;Оплата;25.12.2022 22:16;25.12.2022 22:16;41;с 9 до 18;
14335607290;Оплата;25.12.2022 22:16;25.12.2022 22:17;41;с 9 до 18;
14335607290;Передача товара курьеру;25.12.2022 22:17;25.12.2022 22:22;41;с 9 до 18;
14335607290;Доставка заказа;25.12.2022 22:22;25.12.2022 22:55;41;с 9 до 18;
14335607290;Отмена заказа;25.12.2022 22:55;25.12.2022 22:55;41;с 9 до 18;
14393075789;Заказ оформлен;08.11.2022 9:31;08.11.2022 9:31;21;с 9 до 21;3
14393075789;Поступление заказа сборщику;08.11.2022 9:31;08.11.2022 9:32;21;с 9 до 21;3
14393075789;Сборка заказа;08.11.2022 9:32;08.11.2022 9:56;21;с 9 до 21;3
14393075789;Упаковка товара;08.11.2022 9:56;08.11.2022 9:58;21;с 9 до 21;3
14393075789;Оплата;08.11.2022 9:58;08.11.2022 9:58;21;с 9 до 21;3
14393075789;Оплата;08.11.2022 9:58;08.11.2022 9:59;21;с 9 до 21;3
14393075789;Передача товара курьеру;08.11.2022 9:59;08.11.2022 10:38;21;с 9 до 21;3
14393075789;Доставка заказа;08.11.2022 10:38;08.11.2022 11:10;21;с 9 до 21;3
14393075789;Отмена заказа;08.11.2022 11:10;08.11.2022 11:10;21;с 9 до 21;3
14428406928;Заказ оформлен;23.11.2022 9:25;23.11.2022 9:25;72;с 10 до 22;1
14428406928;Поступление заказа сборщику;23.11.2022 9:25;23.11.2022 9:27;72;с 10 до 22;1
14428406928;Сборка заказа;23.11.2022 9:27;23.11.2022 9:50;72;с 10 до 22;1
14428406928;Упаковка товара;23.11.2022 9:50;23.11.2022 9:52;72;с 10 до 22;1
14428406928;Оплата;23.11.2022 9:52;23.11.2022 9:53;72;с 10 до 22;1
14428406928;Оплата;23.11.2022 9:53;23.11.2022 9:53;72;с 10 до 22;1
14428406928;Передача товара курьеру;23.11.2022 9:53;23.11.2022 9:57;72;с 10 до 22;1
14428406928;Доставка заказа;23.11.2022 9:57;23.11.2022 10:29;72;с 10 до 22;1
14428406928;Проверка заказа;23.11.2022 10:29;23.11.2022 10:31;72;с 10 до 22;1
14428406928;Заказ доставлен;23.11.2022 10:31;23.11.2022 10:31;72;с 10 до 22;1
14457540832;Заказ оформлен;05.10.2022 11:28;05.10.2022 11:28;12;с 10 до 22;3
14457540832;Поступление заказа сборщику;05.10.2022 11:28;05.10.2022 11:29;12;с 10 до 22;3
14457540832;Сборка заказа;05.10.2022 11:29;05.10.2022 11:53;12;с 10 до 22;3
14457540832;Упаковка товара;05.10.2022 11:53;05.10.2022 11:55;12;с 10 до 22;3
14457540832;Оплата;05.10.2022 11:55;05.10.2022 11:55;12;с 10 до 22;3
14457540832;Оплата;05.10.2022 11:55;05.10.2022 11:56;12;с 10 до 22;3
14457540832;Передача товара курьеру;05.10.2022 11:56;05.10.2022 12:36;12;с 10 до 22;3
14457540832;Доставка заказа;05.10.2022 12:36;05.10.2022 13:08;12;с 10 до 22;3
14457540832;Проверка заказа;05.10.2022 13:08;05.10.2022 13:09;12;с 10 до 22;3
14457540832;Заказ доставлен;05.10.2022 13:09;05.10.2022 13:10;12;с 10 до 22;3
14747586261;Заказ оформлен;15.11.2022 20:56;15.11.2022 20:56;3;с 9 до 21;
14747586261;Поступление заказа сборщику;15.11.2022 20:56;15.11.2022 20:57;3;с 9 до 21;
14747586261;Сборка заказа;15.11.2022 20:57;15.11.2022 21:21;3;с 9 до 21;
14747586261;Упаковка товара;15.11.2022 21:21;15.11.2022 21:23;3;с 9 до 21;
14747586261;Оплата;15.11.2022 21:23;15.11.2022 21:23;3;с 9 до 21;
14747586261;Передача товара курьеру;15.11.2022 21:23;15.11.2022 21:27;3;с 9 до 21;
14747586261;Доставка заказа;15.11.2022 21:27;15.11.2022 21:59;3;с 9 до 21;
14747586261;Проверка заказа;15.11.2022 21:59;15.11.2022 22:01;3;с 9 до 21;
14747586261;Заказ доставлен;15.11.2022 22:01;15.11.2022 22:01;3;с 9 до 21;
14755184695;Заказ оформлен;24.11.2022 21:52;24.11.2022 21:52;3;с 9 до 21;
14755184695;Поступление заказа сборщику;24.11.2022 21:52;24.11.2022 21:53;3;с 9 до 21;
14755184695;Сборка заказа;24.11.2022 21:53;24.11.2022 22:16;3;с 9 до 21;
14755184695;Упаковка товара;24.11.2022 22:16;24.11.2022 22:19;3;с 9 до 21;
14755184695;Оплата;24.11.2022 22:19;24.11.2022 22:19;3;с 9 до 21;
14755184695;Передача товара курьеру;24.11.2022 22:19;24.11.2022 22:24;3;с 9 до 21;
14755184695;Доставка заказа;24.11.2022 22:24;24.11.2022 22:57;3;с 9 до 21;
14755184695;Отмена заказа;24.11.2022 22:57;24.11.2022 22:57;3;с 9 до 21;
14788702567;Заказ оформлен;05.12.2022 8:25;05.12.2022 8:25;3;с 9 до 21;5
